transcript	chr	strand	start	end	exon	gene
NM_001100407.2	chr17	-	82444003	82449254	8	C17orf62
NM_001100408.2	chr17	-	82444003	82449254	6	C17orf62
NM_001100595.1	chr17	-	59112332	59155083	3	SKA2
NM_001100621.2	chr17	+	73235482	73247341	5	C17orf80
NM_001100622.2	chr17	+	73235482	73245190	6	C17orf80
NM_001100812.1	chr17	-	4734605	4739396	5	CXCL16
NM_001100875.2	chr17	-	62701702	62801735	11	MARCH10
NM_001101387.1	chr17	-	10825231	10825645	2	PIRT
NM_001102402.2	chr17	+	55767409	55776100	6	PCTP
NM_001102614.1	chr17	+	7481516	7483001	2	SLC35G6
NM_001102664.1	chr17	+	19309973	19334254	8	EPN2
NM_001103154.1	chr17	-	46299546	46358397	4	ARL17B
NM_001104577.1	chr17	-	5032956	5034606	5	SLC52A1
NM_001104587.1	chr17	-	35352355	35363807	7	SLFN11
NM_001104588.1	chr17	-	35352355	35363807	7	SLFN11
NM_001104589.1	chr17	-	35352355	35363807	6	SLFN11
NM_001104590.1	chr17	-	35352355	35363807	7	SLFN11
NM_001105520.1	chr17	+	6651913	6652270	1	C17orf100
NM_001105538.1	chr17	-	4538939	4555324	27	MYBBP1A
NM_001105571.2	chr17	-	9771487	9791284	6	DHRS7C
NM_001113324.2	chr17	+	75986192	76000262	4	TEN1
NM_001113434.4	chr17	-	21535299	21551422	2	C17orf51
NM_001113491.1	chr17	+	77281535	77498658	12	sep-09
NM_001113492.1	chr17	+	77402474	77498658	12	sep-09
NM_001113493.1	chr17	+	77373497	77498658	11	sep-09
NM_001113494.1	chr17	+	77402474	77498658	11	sep-09
NM_001113495.1	chr17	+	77475518	77498658	10	sep-09
NM_001113496.1	chr17	+	77482175	77498658	10	sep-09
NM_001113567.2	chr17	-	16443587	16491990	4	LRRC75A
NM_001113738.1	chr17	-	46557355	46576322	4	ARL17A
NM_001114091.2	chr17	-	47120934	47189172	19	CDC27
NM_001114118.2	chr17	-	3813043	3846223	13	NCBP3
NM_001114974.1	chr17	+	4584605	4607487	8	SMTNL2
NM_001115152.1	chr17	-	74580001	74592202	4	CD300LD
NM_001122890.2	chr17	-	4558014	4560521	4	GGT6
NM_001123066.3	chr17	+	45962337	46024171	15	MAPT
NM_001123067.3	chr17	+	45962337	46024171	11	MAPT
NM_001123387.1	chr17	-	41046880	41047267	1	KRTAP2-1
NM_001123391.3	chr17	-	38181973	38191029	14	TBC1D3
NM_001123392.3	chr17	-	36377845	36386895	14	TBC1D3H
NM_001124758.1	chr17	+	4499047	4536942	13	SPNS2
NM_001126112.2	chr17	-	7669608	7676594	11	TP53
NM_001126113.2	chr17	-	7673218	7676594	12	TP53
NM_001126114.2	chr17	-	7673306	7676594	12	TP53
NM_001126115.1	chr17	-	7669608	7675215	7	TP53
NM_001126116.1	chr17	-	7673306	7675215	8	TP53
NM_001126117.1	chr17	-	7673218	7675215	8	TP53
NM_001126118.1	chr17	-	7669608	7676251	10	TP53
NM_001126121.1	chr17	-	75273450	75286764	8	SLC25A19
NM_001126122.1	chr17	-	75273450	75286764	7	SLC25A19
NM_001127198.2	chr17	-	78113147	78126832	20	TMC6
NM_001127228.1	chr17	-	48071434	48077004	5	CBX1
NM_001128076.1	chr17	-	8753137	8758382	6	SPDYE4
NM_001128085.1	chr17	+	3476159	3499088	7	ASPA
NM_001128147.2	chr17	+	31095309	31221990	15	NF1
NM_001128159.2	chr17	-	519127	714709	22	VPS53
NM_001128631.2	chr17	-	45024432	45034885	5	DCAKD
NM_001128827.2	chr17	-	7190707	7217147	20	DLG4
NM_001128833.1	chr17	-	7461939	7466801	4	ZBTB4
NM_001129778.1	chr17	+	19127619	19158376	4	GRAPL
NM_001129820.1	chr17	-	35548238	35558062	4	SLFN14
NM_001129885.1	chr17	-	73248493	73261818	6	CPSF4L
NM_001130020.1	chr17	+	42460894	42521120	21	ATP6V0A1
NM_001130021.1	chr17	+	42460894	42521120	22	ATP6V0A1
NM_001130090.1	chr17	+	17977598	18016671	15	DRC3
NM_001130091.1	chr17	+	17977598	18007445	14	DRC3
NM_001130092.1	chr17	+	17977598	18007445	13	DRC3
NM_001130527.2	chr17	-	50966271	51120656	30	SPAG9
NM_001130528.2	chr17	-	50966271	51120656	30	SPAG9
NM_001130677.1	chr17	-	38673355	38674495	1	C17orf96
NM_001130831.1	chr17	-	9917227	10019888	14	GAS7
NM_001130842.1	chr17	+	15700329	15717290	6	ZNF286A
NM_001130918.1	chr17	-	48768988	48817072	16	TTLL6
NM_001131019.2	chr17	-	44910135	44915486	8	GFAP
NM_001135036.1	chr17	-	15540411	15563448	6	TVP23C
NM_001135167.1	chr17	-	19738220	19745129	11	ALDH3A1
NM_001135168.1	chr17	-	19738220	19745129	10	ALDH3A1
NM_001135186.1	chr17	+	49210724	49222715	8	ABI3
NM_001135642.1	chr17	-	1495822	1513485	14	INPP5K
NM_001135697.2	chr17	+	50166040	50175437	8	SGCA
NM_001135705.2	chr17	+	45136144	45143571	10	ACBD4
NM_001135706.2	chr17	+	45136144	45143641	10	ACBD4
NM_001135707.2	chr17	+	45136144	45142610	10	ACBD4
NM_001136042.2	chr17	-	42950592	42980182	17	PTGES3L-AARSD1
NM_001136046.2	chr17	+	4740548	4745990	14	ZMYND15
NM_001136483.1	chr17	+	43780462	43783893	6	C17orf105
NM_001136498.1	chr17	+	38730358	38733455	4	CISD3
NM_001139.2	chr17	-	8072770	8087442	15	ALOX12B
NM_001140.3	chr17	-	4631599	4641651	14	ALOX15
NM_001141.2	chr17	+	8039155	8048565	14	ALOX15B
NM_001142571.1	chr17	-	35100952	35119613	10	RAD51D
NM_001142601.1	chr17	+	76385644	76387586	6	SPHK1
NM_001142602.1	chr17	+	76385644	76387586	5	SPHK1
NM_001142605.1	chr17	-	44851273	44886750	27	EFTUD2
NM_001142610.1	chr17	-	19776348	19867417	28	ULK2
NM_001142623.1	chr17	-	42190222	42193581	10	GHDC
NM_001142624.2	chr17	-	28714642	28718267	11	RAB34
NM_001142625.2	chr17	-	28714571	28718267	10	RAB34
NM_001142633.2	chr17	-	8880638	8911494	19	PIK3R5
NM_001142640.1	chr17	+	78049062	78104845	22	TNRC6C
NM_001142643.2	chr17	-	75501079	75507127	19	CASKIN2
NM_001142653.1	chr17	-	42969147	42980182	6	PTGES3L
NM_001142654.1	chr17	-	42969147	42980182	6	PTGES3L
NM_001142798.2	chr17	+	7014857	7017321	6	C17orf49
NM_001142799.2	chr17	+	7014857	7017265	5	C17orf49
NM_001143760.1	chr17	+	7307046	7311640	6	EIF5A
NM_001143761.1	chr17	+	7309635	7311640	6	EIF5A
NM_001143762.1	chr17	+	7309635	7311640	6	EIF5A
NM_001143775.1	chr17	-	7244184	7251296	8	CTDNEP1
NM_001143780.2	chr17	-	44320000	44323562	12	SLC25A39
NM_001143804.1	chr17	-	49224245	49225124	3	PHOSPHO1
NM_001143838.2	chr17	-	6686206	6713333	11	SLC13A5
NM_001143968.1	chr17	-	39156893	39165760	6	ARL5C
NM_001143990.1	chr17	+	7688648	7703486	11	WRAP53
NM_001143991.1	chr17	+	7688648	7703486	11	WRAP53
NM_001143992.1	chr17	+	7688648	7703486	11	WRAP53
NM_001143998.1	chr17	+	77143596	77214023	17	SEC14L1
NM_001143999.1	chr17	+	77143596	77214023	17	SEC14L1
NM_001144001.1	chr17	+	77190841	77214023	15	SEC14L1
NM_001144070.1	chr17	+	50634936	50667841	12	ABCC3
NM_001144766.2	chr17	-	41976732	41997237	14	DNAJC7
NM_001144825.1	chr17	+	44308832	44318238	11	RUNDC3A
NM_001144826.1	chr17	+	44308832	44317504	11	RUNDC3A
NM_001144888.1	chr17	+	81035254	81115839	14	BAIAP2
NM_001144900.1	chr17	+	18262720	18264091	4	MIEF2
NM_001144927.1	chr17	+	42021577	42023893	4	NKIRAS2
NM_001144928.1	chr17	+	42021577	42023893	4	NKIRAS2
NM_001144929.1	chr17	+	42021577	42023708	5	NKIRAS2
NM_001144933.1	chr17	+	62370288	62416329	12	EFCAB3
NM_001144939.1	chr17	-	4785902	4786352	3	VMO1
NM_001144940.1	chr17	-	4785641	4786352	3	VMO1
NM_001144941.1	chr17	-	4785641	4786352	2	VMO1
NM_001144942.1	chr17	-	28714642	28717266	10	RAB34
NM_001144943.1	chr17	-	28714642	28718267	11	RAB34
NM_001144952.1	chr17	-	73338586	73644088	45	SDK2
NM_001145023.1	chr17	-	47838251	47840843	7	SCRN2
NM_001145045.1	chr17	-	18661936	18681651	5	ZNF286B
NM_001145053.1	chr17	+	29943627	30073690	15	EFCAB5
NM_001145080.2	chr17	+	44656613	44674196	8	MEIOC
NM_001145113.2	chr17	-	81940817	81941741	3	MYADML2
NM_001145127.1	chr17	+	18380937	18388248	11	EVPLL
NM_001145146.1	chr17	+	45784544	45834764	14	CRHR1
NM_001145147.1	chr17	+	45784544	45834764	12	CRHR1
NM_001145148.1	chr17	+	45784544	45834764	12	CRHR1
NM_001145297.3	chr17	-	76083647	76103692	20	EXOC7
NM_001145298.3	chr17	-	76083647	76103692	19	EXOC7
NM_001145299.3	chr17	-	76083647	76103692	20	EXOC7
NM_001145301.2	chr17	+	40331218	40356226	9	RARA
NM_001145302.2	chr17	+	40331218	40356226	7	RARA
NM_001145365.1	chr17	-	49298412	49317725	6	ZNF652
NM_001145526.2	chr17	+	78187370	78206937	11	AFMID
NM_001145536.1	chr17	+	4899762	4900533	3	C17orf107
NM_001145975.1	chr17	+	28473712	28497269	12	SLC13A2
NM_001146041.1	chr17	+	41105388	41106021	1	KRTAP4-9
NM_001146182.1	chr17	-	41307699	41309253	1	KRTAP16-1
NM_001146279.2	chr17	+	7630172	7633352	8	SHBG
NM_001146280.2	chr17	+	7630172	7633233	7	SHBG
NM_001146281.2	chr17	+	7630172	7633352	6	SHBG
NM_001146312.2	chr17	+	12666188	12763644	14	MYOCD
NM_001146684.2	chr17	-	8392798	8393461	3	RNF222
NM_001158.3	chr17	+	42844626	42850348	4	AOC2
NM_001158261.1	chr17	-	8730129	8744609	6	CCDC42
NM_001159387.1	chr17	+	49132792	49169728	11	B4GALNT2
NM_001159388.1	chr17	+	49141310	49169728	11	B4GALNT2
NM_001159746.2	chr17	-	1006079	1125290	23	ABR
NM_001159770.1	chr17	-	72647583	73088764	10	SLC39A11
NM_001159772.1	chr17	-	78993549	78997622	6	CANT1
NM_001159773.1	chr17	-	78993549	78997622	5	CANT1
NM_001160102.1	chr17	+	58242979	58267994	11	LPO
NM_001160243.1	chr17	+	5420210	5428277	6	RPAIN
NM_001160244.1	chr17	+	5420210	5432571	6	RPAIN
NM_001160246.1	chr17	+	5420210	5432549	4	RPAIN
NM_001160266.1	chr17	+	5420210	5432563	5	RPAIN
NM_001160407.1	chr17	-	28724509	28726808	4	TLCD1
NM_001160423.1	chr17	+	48997745	49049444	13	IGF2BP1
NM_001162371.2	chr17	-	5500596	5500956	2	LOC728392
NM_001162861.2	chr17	-	54961281	54968646	4	COX11
NM_001162862.2	chr17	-	54961264	54968646	4	COX11
NM_001162995.2	chr17	+	75640201	75640897	3	SMIM5
NM_001162997.1	chr17	+	75647376	75647565	2	SMIM6
NM_001163034.1	chr17	+	80545629	80964330	30	RPTOR
NM_001163075.1	chr17	+	78146407	78166046	5	C17orf99
NM_001163120.1	chr17	-	35918341	35930727	4	RDM1
NM_001163121.1	chr17	-	35918341	35930727	6	RDM1
NM_001163122.1	chr17	-	35918341	35930282	5	RDM1
NM_001163124.1	chr17	-	35918341	35930282	3	RDM1
NM_001163125.1	chr17	-	35922654	35930282	3	RDM1
NM_001163130.1	chr17	-	35918341	35930282	6	RDM1
NM_001163544.2	chr17	-	37518939	37609355	21	SYNRG
NM_001163545.2	chr17	-	37518939	37609355	21	SYNRG
NM_001163546.2	chr17	-	37518939	37609355	20	SYNRG
NM_001163547.2	chr17	-	37518939	37609355	20	SYNRG
NM_001163673.1	chr17	+	1716575	1737685	10	WDR81
NM_001163735.1	chr17	-	36496250	36532538	26	MYO19
NM_001163809.1	chr17	+	1724959	1737685	10	WDR81
NM_001163811.1	chr17	+	1730393	1737685	10	WDR81
NM_001163989.1	chr17	+	74737009	74745411	9	RAB37
NM_001163990.1	chr17	+	74737272	74745411	8	RAB37
NM_001164257.1	chr17	+	63998364	64001761	6	PRR29
NM_001164405.1	chr17	+	1270563	1271271	1	BHLHA9
NM_001164407.1	chr17	-	1707769	1710242	4	TLCD2
NM_001164637.2	chr17	+	80415194	80436143	9	ENDOV
NM_001164638.1	chr17	+	80415194	80429923	8	ENDOV
NM_001165252.1	chr17	-	41059663	41060050	1	KRTAP2-3
NM_001165417.1	chr17	-	4937740	4939910	8	SLC25A11
NM_001165418.1	chr17	-	4937740	4939910	7	SLC25A11
NM_001165920.1	chr17	+	1744995	1754534	10	SERPINF2
NM_001165921.1	chr17	+	1744995	1754534	9	SERPINF2
NM_001165923.3	chr17	-	37687371	37744884	9	HNF1B
NM_001165927.1	chr17	-	58206078	58219511	18	MKS1
NM_001165933.1	chr17	+	65137540	65210662	17	RGS9
NM_001165937.1	chr17	+	39653531	39662908	15	STARD3
NM_001165938.1	chr17	+	39653531	39662908	14	STARD3
NM_001165958.1	chr17	-	39904811	39917316	11	GSDMB
NM_001165959.1	chr17	-	39904811	39917316	10	GSDMB
NM_001165960.1	chr17	-	8096626	8118778	16	ALOXE3
NM_001165962.1	chr17	-	12992817	13017947	23	ELAC2
NM_001165966.1	chr17	-	6455337	6556406	19	PITPNM3
NM_001165967.1	chr17	-	8121570	8124084	4	HES7
NM_001165969.1	chr17	-	63704024	63728369	11	STRADA
NM_001165970.1	chr17	-	63704024	63728369	11	STRADA
NM_001165993.1	chr17	+	59220609	59275198	10	GDPD1
NM_001165994.1	chr17	+	59220609	59272887	9	GDPD1
NM_001166105.2	chr17	+	37411365	37476982	16	TADA2A
NM_001166131.1	chr17	+	50375208	50380939	9	EME1
NM_001166301.1	chr17	+	59565671	59607172	17	DHX40
NM_001166347.1	chr17	+	80221560	80252716	18	SLC26A11
NM_001166348.1	chr17	+	80221560	80252716	17	SLC26A11
NM_001166349.1	chr17	+	80221560	80252716	17	SLC26A11
NM_001166579.1	chr17	+	76466172	76469970	7	AANAT
NM_001166621.1	chr17	-	7930605	7931829	5	TRAPPC1
NM_001167985.1	chr17	-	4988404	4994437	8	INCA1
NM_001167986.1	chr17	-	4988404	4994437	9	INCA1
NM_001167987.1	chr17	-	4988404	4994437	8	INCA1
NM_001168.2	chr17	+	78214316	78223554	4	BIRC5
NM_001168215.1	chr17	+	50274501	50279308	6	TMEM92
NM_001168322.1	chr17	+	43847216	43857828	7	CD300LG
NM_001168323.1	chr17	+	43847216	43857828	6	CD300LG
NM_001168324.1	chr17	+	43847216	43857535	6	CD300LG
NM_001170695.1	chr17	-	3440146	3469325	9	SPATA22
NM_001170696.1	chr17	-	3440146	3469325	8	SPATA22
NM_001170697.1	chr17	-	3440146	3469325	9	SPATA22
NM_001170698.1	chr17	-	3440146	3469325	9	SPATA22
NM_001170699.1	chr17	-	3440330	3469325	8	SPATA22
NM_001171166.1	chr17	-	4968755	4987629	21	CAMTA2
NM_001171167.1	chr17	-	4968705	4986958	23	CAMTA2
NM_001171168.1	chr17	-	4968755	4986958	22	CAMTA2
NM_001171251.2	chr17	+	44142142	44161932	10	C17orf53
NM_001172703.2	chr17	-	75238278	75244702	17	GGA3
NM_001172704.2	chr17	-	75237448	75243504	16	GGA3
NM_001172810.1	chr17	+	74281817	74314216	14	DNAI2
NM_001173461.1	chr17	+	11241422	11558304	4	SHISA6
NM_001173462.1	chr17	+	11241422	11558304	5	SHISA6
NM_001174103.1	chr17	-	28610477	28614161	12	SGK494
NM_001174166.1	chr17	-	68269095	68278320	7	SLC16A6
NM_001177801.1	chr17	+	8288788	8289592	4	RANGRF
NM_001177802.1	chr17	+	8288788	8289561	3	RANGRF
NM_001178057.1	chr17	+	63484867	63497366	13	ACE
NM_001178147.1	chr17	+	40015474	40016959	4	CSF3
NM_001181.4	chr17	-	7101574	7114240	9	ASGR2
NM_001184906.1	chr17	-	39261459	39401402	14	FBXL20
NM_001184917.2	chr17	-	81904832	81911355	14	PCYT2
NM_001184992.1	chr17	+	30971073	30998688	6	RNF135
NM_001185022.1	chr17	-	7260373	7262043	5	CLDN7
NM_001185023.1	chr17	-	7260486	7262043	3	CLDN7
NM_001185039.1	chr17	-	75946747	75978688	14	ACOX1
NM_001185077.2	chr17	-	81868875	81869930	6	ARHGDIA
NM_001185078.2	chr17	-	81868875	81869930	6	ARHGDIA
NM_001190411.1	chr17	-	213851	327543	9	RPH3AL
NM_001190412.1	chr17	-	213851	327543	9	RPH3AL
NM_001190413.1	chr17	-	213851	327543	8	RPH3AL
NM_001190438.1	chr17	-	16091854	16194569	19	NCOR1
NM_001190440.1	chr17	-	16032295	16194569	45	NCOR1
NM_001190452.1	chr17	+	22524061	22524136	1	MTRNR2L1
NM_001190460.1	chr17	+	41189886	41190639	1	KRTAP9-1
NM_001190790.1	chr17	+	20579743	20580729	2	CDRT15L2
NM_001190918.1	chr17	+	40074488	40093382	10	THRA
NM_001190919.1	chr17	+	40074488	40093382	10	THRA
NM_001191029.1	chr17	+	63998364	64001975	5	PRR29
NM_001191030.1	chr17	+	63998364	64001761	6	PRR29
NM_001191031.1	chr17	+	63998364	64001520	5	PRR29
NM_001193465.1	chr17	-	46031475	46172143	16	KANSL1
NM_001193466.1	chr17	-	46031475	46172143	15	KANSL1
NM_001193503.1	chr17	+	4951829	4957047	10	ENO3
NM_001193529.2	chr17	-	34928047	34961393	13	CCT6B
NM_001193530.1	chr17	-	34928047	34961393	13	CCT6B
NM_001193609.1	chr17	-	59860321	59891002	8	TUBD1
NM_001193610.1	chr17	-	59860321	59891002	8	TUBD1
NM_001193611.1	chr17	-	59860321	59891002	7	TUBD1
NM_001193612.1	chr17	-	59860321	59881073	9	TUBD1
NM_001193613.1	chr17	-	59860321	59878223	6	TUBD1
NM_001193653.1	chr17	-	82444003	82449254	8	C17orf62
NM_001193654.1	chr17	-	82444003	82449254	7	C17orf62
NM_001193655.1	chr17	-	82444003	82449254	7	C17orf62
NM_001193657.1	chr17	-	82444003	82449254	8	C17orf62
NM_001194958.2	chr17	+	21702786	21704088	3	KCNJ18
NM_001195192.1	chr17	+	47328353	47429966	22	EFCAB13
NM_001195218.1	chr17	-	82035959	82037682	8	DCXR
NM_001195228.1	chr17	+	6445110	6450422	5	FAM64A
NM_001195386.1	chr17	+	40834516	40835293	3	TMEM99
NM_001195387.1	chr17	+	40834516	40835293	3	TMEM99
NM_001195427.1	chr17	-	76736160	76737160	3	SRSF2
NM_001195545.1	chr17	+	39941523	39944734	2	LRRC3C
NM_001195790.1	chr17	-	35474922	35487739	4	SLFN12L
NM_001197216.2	chr17	-	7173658	7178563	8	ASGR1
NM_001198622.1	chr17	+	7559039	7560833	5	TNFSF13
NM_001198623.1	chr17	+	7559039	7560833	5	TNFSF13
NM_001198624.1	chr17	+	7559090	7560833	6	TNFSF13
NM_001198682.1	chr17	+	51166830	51171507	4	NME2
NM_001198695.1	chr17	-	19384461	19387118	6	MFAP4
NM_001198713.1	chr17	-	58520425	58540701	12	sep-04
NM_001198754.1	chr17	-	49206756	49207422	4	GNGT2
NM_001198755.1	chr17	-	49206756	49207422	4	GNGT2
NM_001198756.1	chr17	-	49206756	49207422	4	GNGT2
NM_001199125.1	chr17	-	17247097	17276159	12	COPS3
NM_001199155.1	chr17	+	49788834	49827502	14	KAT7
NM_001199156.1	chr17	+	49788834	49827502	13	KAT7
NM_001199157.1	chr17	+	49788834	49827502	13	KAT7
NM_001199158.1	chr17	+	49788834	49827502	12	KAT7
NM_001199163.1	chr17	+	63828137	63831969	12	PSMC5
NM_001199165.2	chr17	-	65635970	66183299	27	CEP112
NM_001199172.1	chr17	+	76869029	76948838	18	MGAT5B
NM_001199417.1	chr17	+	38428485	38510972	24	ARHGAP23
NM_001199699.1	chr17	-	5444204	5462477	11	DHX33
NM_001199775.1	chr17	+	30380637	30464814	21	CPD
NM_001199898.1	chr17	+	50097496	50110097	12	PDK2
NM_001199899.1	chr17	+	50097496	50110097	11	PDK2
NM_001199900.1	chr17	+	50095435	50106152	4	PDK2
NM_001199951.2	chr17	-	35934795	35939356	5	LYZL6
NM_001199954.1	chr17	-	81510689	81512354	6	ACTG1
NM_001199989.1	chr17	-	17495527	17496181	2	RASD1
NM_001201352.1	chr17	-	7101574	7114240	9	ASGR2
NM_001201457.1	chr17	-	58557010	58652001	33	TEX14
NM_001201576.1	chr17	-	7390384	7394110	8	PLSCR3
NM_001203251.1	chr17	+	45962337	46024171	10	MAPT
NM_001203252.1	chr17	+	45962337	46024171	11	MAPT
NM_001204210.1	chr17	+	78232023	78239792	6	TMEM235
NM_001204211.1	chr17	+	78232023	78239792	5	TMEM235
NM_001204212.1	chr17	+	78232023	78239792	4	TMEM235
NM_001204408.1	chr17	+	77143596	77216564	20	SEC14L1
NM_001204410.1	chr17	+	77143596	77214023	18	SEC14L1
NM_001204477.1	chr17	-	15437772	15440238	4	CDRT4
NM_001204478.1	chr17	-	15440252	15563448	7	TVP23C-CDRT4
NM_001204510.1	chr17	+	7572841	7578371	11	EIF4A1
NM_001204519.1	chr17	-	3673867	3696005	12	P2RX5
NM_001204520.1	chr17	-	3673867	3696005	11	P2RX5
NM_001204698.1	chr17	-	3663747	3668526	3	TAX1BP3
NM_001205319.1	chr17	-	800948	864050	8	NXN
NM_001206950.1	chr17	+	82236008	82238976	5	SLC16A3
NM_001206951.1	chr17	+	82236008	82238976	5	SLC16A3
NM_001206952.1	chr17	+	82236008	82238976	5	SLC16A3
NM_001206983.2	chr17	+	76729710	76733686	5	METTL23
NM_001206984.2	chr17	+	76729710	76733686	5	METTL23
NM_001206985.2	chr17	+	76733094	76733686	4	METTL23
NM_001206986.2	chr17	+	76733094	76733686	4	METTL23
NM_001206987.2	chr17	+	76733094	76733686	4	METTL23
NM_001212.3	chr17	-	5433014	5439073	6	C1QBP
NM_001220493.1	chr17	-	9771487	9791284	6	DHRS7C
NM_001242366.2	chr17	-	28399655	28406114	4	SLC46A1
NM_001242376.1	chr17	-	44910468	44915486	7	GFAP
NM_001242442.1	chr17	+	39738905	39746897	15	GRB7
NM_001242443.1	chr17	+	39742301	39746897	15	GRB7
NM_001242464.1	chr17	+	39629196	39635865	7	PPP1R1B
NM_001242498.1	chr17	-	75266739	75270195	7	MIF4GD
NM_001242500.1	chr17	-	75266739	75270195	7	MIF4GD
NM_001242501.1	chr17	-	75266739	75270195	6	MIF4GD
NM_001242532.1	chr17	+	76738352	76778352	13	MFSD11
NM_001242533.1	chr17	+	76738352	76778352	14	MFSD11
NM_001242534.1	chr17	+	76738352	76778352	14	MFSD11
NM_001242535.1	chr17	+	76738352	76778352	14	MFSD11
NM_001242536.1	chr17	+	76738352	76778352	12	MFSD11
NM_001242537.1	chr17	+	76738352	76778352	12	MFSD11
NM_001242704.1	chr17	-	42026896	42038026	8	ZNF385C
NM_001242780.1	chr17	+	331557	333208	3	LOC100506388
NM_001242791.1	chr17	+	49846204	49847287	3	FLJ45513
NM_001242902.1	chr17	+	57105464	57120324	12	AKAP1
NM_001242903.1	chr17	+	57105464	57120324	12	AKAP1
NM_001243108.1	chr17	+	4807772	4822864	25	PLD2
NM_001243342.1	chr17	+	80036662	80090399	18	CCDC40
NM_001243438.1	chr17	+	20156196	20232409	6	SPECC1
NM_001243439.1	chr17	+	20096651	20314065	15	SPECC1
NM_001243473.2	chr17	-	19343546	19362721	6	B9D1
NM_001243475.2	chr17	-	19337703	19360378	7	B9D1
NM_001243540.1	chr17	-	78890637	78901828	3	CEP295NL
NM_001243541.1	chr17	-	78890637	78892329	3	CEP295NL
NM_001243552.1	chr17	+	52985678	52987321	4	C17orf112
NM_001243746.1	chr17	-	68537476	68555733	12	FAM20A
NM_001243877.1	chr17	-	50862979	50864017	3	TOB1
NM_001243885.1	chr17	-	50862979	50863600	2	TOB1
NM_001243936.1	chr17	+	18865833	18930698	10	PRPSAP2
NM_001243940.1	chr17	+	18865833	18930698	10	PRPSAP2
NM_001243941.1	chr17	+	18877716	18930698	10	PRPSAP2
NM_001243942.1	chr17	+	18877716	18930698	11	PRPSAP2
NM_001251.2	chr17	+	7579677	7581511	6	CD68
NM_001251851.1	chr17	-	8880638	8888628	19	PIK3R5
NM_001251852.1	chr17	-	8880638	8888628	18	PIK3R5
NM_001251853.1	chr17	-	8880638	8888628	18	PIK3R5
NM_001251855.1	chr17	-	8880638	8888628	18	PIK3R5
NM_001251888.1	chr17	+	81977646	82017322	17	ASPSCR1
NM_001251902.1	chr17	+	7382926	7389084	13	TNK1
NM_001251971.1	chr17	-	50966271	51046660	27	SPAG9
NM_001252039.1	chr17	-	42125782	42131617	7	RAB5C
NM_001252377.1	chr17	-	75130487	75131707	4	NT5C
NM_001254.3	chr17	+	40289420	40302001	12	CDC6
NM_001254755.1	chr17	+	4149976	4157082	4	CYB5D2
NM_001254756.1	chr17	+	4149976	4157082	4	CYB5D2
NM_001256.4	chr17	-	47120934	47189172	19	CDC27
NM_001256012.1	chr17	-	8475803	8623246	43	MYH10
NM_001256014.1	chr17	-	42572967	42577248	7	PSMC3IP
NM_001256015.1	chr17	-	42572967	42574198	8	PSMC3IP
NM_001256016.1	chr17	-	42572967	42574198	9	PSMC3IP
NM_001256071.2	chr17	+	80263681	80393498	68	RNF213
NM_001256095.1	chr17	-	8475803	8623246	42	MYH10
NM_001256124.1	chr17	-	75890778	75896937	5	TRIM65
NM_001256264.1	chr17	-	18245137	18258476	30	FLII
NM_001256265.1	chr17	-	18245137	18258690	29	FLII
NM_001256276.1	chr17	-	28714642	28717266	10	RAB34
NM_001256277.1	chr17	-	28714642	28717266	11	RAB34
NM_001256278.1	chr17	-	28714642	28718267	9	RAB34
NM_001256281.1	chr17	-	28716052	28717708	3	NARR
NM_001256299.2	chr17	+	45830184	45834764	15	MGC57346-CRHR1
NM_001256324.1	chr17	+	50561459	50626751	36	CACNA1G
NM_001256325.1	chr17	+	50561459	50626751	36	CACNA1G
NM_001256326.1	chr17	+	50561459	50626751	36	CACNA1G
NM_001256327.1	chr17	+	50561459	50626751	36	CACNA1G
NM_001256328.1	chr17	+	50561459	50626751	35	CACNA1G
NM_001256329.1	chr17	+	50561459	50626751	36	CACNA1G
NM_001256330.1	chr17	+	50561459	50626751	35	CACNA1G
NM_001256331.1	chr17	+	50561459	50626751	35	CACNA1G
NM_001256332.1	chr17	+	50561459	50626751	35	CACNA1G
NM_001256333.1	chr17	+	50561459	50626751	37	CACNA1G
NM_001256334.1	chr17	+	50561459	50626751	36	CACNA1G
NM_001256359.1	chr17	+	50561459	50626751	36	CACNA1G
NM_001256360.1	chr17	+	50561459	50626751	35	CACNA1G
NM_001256361.1	chr17	+	50561459	50626751	35	CACNA1G
NM_001256433.2	chr17	-	81904832	81911355	12	PCYT2
NM_001256434.2	chr17	-	81904832	81909516	14	PCYT2
NM_001256435.2	chr17	-	81904832	81908981	13	PCYT2
NM_001256663.1	chr17	-	19678685	19716555	18	SLC47A2
NM_001256782.1	chr17	-	58520425	58540673	13	sep-04
NM_001256822.1	chr17	-	58520425	58526229	12	sep-04
NM_001256827.1	chr17	-	2061491	2236636	12	SMG6
NM_001256828.1	chr17	-	2061491	2236636	11	SMG6
NM_001256834.2	chr17	-	8204870	8207765	8	AURKB
NM_001256841.1	chr17	+	74466703	74484126	6	CD300A
NM_001256847.2	chr17	-	1006079	1031741	8	ABR
NM_001257305.1	chr17	-	41029712	41030078	1	KRTAP1-4
NM_001257309.1	chr17	-	41301825	41302851	1	KRTAP29-1
NM_001257328.1	chr17	+	4710721	4721039	15	ARRB2
NM_001257329.1	chr17	+	4710721	4720628	15	ARRB2
