ID	type	qualifier	systematicName	geneSymbol	alias	parent.feature.name	secondary.sgdid	chromosome	start	stop	strand	genetic.position	coordinate.version	sequence.version	description
S000002444	gene	Verified	YDR037W	KRS1	lysine--tRNA ligase KRS1|lysyl-tRNA synthetase|GCD5	chromosome 4	L000000673|L000000919	4	525440	527215	W	NA	2011-02-03	1996-07-31	Lysyl-tRNA synthetase
S000031019	CDS					YDR037W		4	525440	527215	W	NA	2011-02-03	1996-07-31	
S000002445	gene	Verified	YDR038C	ENA5	putative Na(+)-exporting P-type ATPase ENA5	chromosome 4	L000003293	4	530697	527422	C	NA	2011-02-03	1996-07-31	Protein with similarity to P-type ATPase sodium pumps, member of the Na+ efflux ATPase family
S000031057	CDS					YDR038C		4	530697	527422	C	NA	2011-02-03	1996-07-31	
S000002446	gene	Verified	YDR039C	ENA2	Na(+)-exporting P-type ATPase ENA2	chromosome 4	L000000556	4	534582	531307	C	NA	2011-02-03	1996-07-31	P-type ATPase sodium pump, involved in Na+ efflux to allow salt tolerance; likely not involved in Li+ efflux
S000031179	CDS					YDR039C		4	534582	531307	C	NA	2011-02-03	1996-07-31	
S000002447	gene	Verified	YDR040C	ENA1	Na(+)/Li(+)-exporting P-type ATPase ENA1|PMR2|HOR6	chromosome 4	L000001456	4	538467	535192	C	15	2011-02-03	1996-07-31	P-type ATPase sodium pump, involved in Na+ and Li+ efflux to allow salt tolerance
S000032116	CDS					YDR040C		4	538467	535192	C	NA	2011-02-03	1996-07-31	
S000002448	gene	Verified	YDR041W	RSM10	mitochondrial 37S ribosomal protein RSM10	chromosome 4		4	539803	540414	W	NA	2011-02-03	1996-07-31	Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S10 ribosomal protein; essential for viability, unlike most other mitoribosomal proteins
S000032233	CDS					YDR041W		4	539803	540414	W	NA	2011-02-03	1996-07-31	
S000002449	gene	Uncharacterized	YDR042C			chromosome 4		4	541203	540601	C	NA	2011-02-03	1996-07-31	Putative protein of unknown function; expression is increased in ssu72-ts69 mutant
S000032269	CDS					YDR042C		4	541203	540601	C	NA	2011-02-03	1996-07-31	
S000006507	snoRNA		snR47	SNR47		chromosome 4	L000003414	4	541700	541602	C	NA	2011-02-03	2000-05-19|2007-04-04	C/D box small nucleolar RNA (snoRNA), guides 2-O-methylation of large subunit (LSU) rRNA at position A2220 and small subunit (SSU) rRNA at position A619
S000030649	noncoding_exon					snR47		4	541700	541602	C	NA	2011-02-03	2000-05-19|2007-04-04	
S000002450	gene	Verified	YDR043C	NRG1		chromosome 4	L000004598	4	543369	542674	C	NA	2011-02-03	1996-07-31	Transcriptional repressor; recruits the Cyc8p-Tup1p complex to promoters; mediates glucose repression and negatively regulates a variety of processes including filamentous growth and alkaline pH response; NRG1 has a paralog, NRG2, that arose from the whole genome duplication
S000033143	CDS					YDR043C		4	543369	542674	C	NA	2011-02-03	1996-07-31	
S000002451	gene	Verified	YDR044W	HEM13	coproporphyrinogen oxidase	chromosome 4	L000000765	4	546642	547628	W	NA	2011-02-03	1996-07-31	Coproporphyrinogen III oxidase, an oxygen requiring enzyme that catalyzes the sixth step in the heme biosynthetic pathway; transcription is repressed by oxygen and heme (via Rox1p and Hap1p)
S000033232	CDS					YDR044W		4	546642	547628	W	NA	2011-02-03	1996-07-31	
S000002452	gene	Verified	YDR045C	RPC11	C11	chromosome 4	L000004954	4	548310	547978	C	NA	2011-02-03	1996-07-31	RNA polymerase III subunit C11; mediates pol III RNA cleavage activity and is important for termination of transcription; homologous to TFIIS
S000033256	CDS					YDR045C		4	548310	547978	C	NA	2011-02-03	1996-07-31	
S000002453	gene	Verified	YDR046C	BAP3	PAP1	chromosome 4	L000004277	4	550576	548762	C	NA	2011-02-03	1996-07-31	Amino acid permease; involved in uptake of cysteine, leucine, isoleucine and valine; BAP3 has a paralog, BAP2, that arose from the whole genome duplication
S000033308	CDS					YDR046C		4	550576	548762	C	NA	2011-02-03	1996-07-31	
S000002454	gene	Verified	YDR047W	HEM12	uroporphyrinogen decarboxylase HEM12|HEM6	chromosome 4	L000000764	4	551860	552948	W	NA	2011-02-03	1996-07-31	Uroporphyrinogen decarboxylase, catalyzes the fifth step in the heme biosynthetic pathway; localizes to both the cytoplasm and nucleus; a hem12 mutant has phenotypes similar to patients with porphyria cutanea tarda
S000034271	CDS					YDR047W		4	551860	552948	W	NA	2011-02-03	1996-07-31	
S000002456	gene	Verified	YDR049W	VMS1		chromosome 4		4	553254	555152	W	NA	2011-02-03	1996-07-31	Component of a Cdc48p-complex involved in protein quality control; exhibits cytosolic and ER-membrane localization, with Cdc48p, during normal growth, and contributes to ER-associated degradation (ERAD) of specific substrates at a step after their ubiquitination; forms a mitochondrially-associated complex with Cdc48p and Npl4p under oxidative stress that is required for ubiquitin-mediated mitochondria-associated protein degradation (MAD); conserved in C. elegans and humans
S000035432	CDS					YDR049W		4	553254	555152	W	NA	2011-02-03	1996-07-31	
S000002455	gene	Dubious	YDR048C			chromosome 4		4	553398	553084	C	NA	2011-02-03	1996-07-31	Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000034352	CDS					YDR048C		4	553398	553084	C	NA	2011-02-03	1996-07-31	
S000118435	ARS		ARS418		ARSIV-555	chromosome 4		4	555230	555466		NA	2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000002457	gene	Verified	YDR050C	TPI1	triose-phosphate isomerase TPI1	chromosome 4	L000002326	4	556472	555726	C	NA	2011-02-03	1996-07-31	Triose phosphate isomerase, abundant glycolytic enzyme; mRNA half-life is regulated by iron availability; transcription is controlled by activators Reb1p, Gcr1p, and Rap1p through binding sites in the 5 non-coding region; inhibition of Tpi1p activity by PEP (phosphoenolpyruvate) stimulates redox metabolism in respiring cells; E104D mutation in human TPI causes a rare autosomal disease
S000036419	CDS					YDR050C		4	556472	555726	C	NA	2011-02-03	1996-07-31	
S000002458	gene	Verified	YDR051C	DET1		chromosome 4		4	558060	557056	C	NA	2011-02-03	1996-07-31	Acid phosphatase involved in the non-vesicular transport of sterols in both directions between the endoplasmic reticulum and plasma membrane; deletion confers sensitivity to nickel
S000036483	CDS					YDR051C		4	558060	557056	C	NA	2011-02-03	1996-07-31	
S000002460	gene	Dubious	YDR053W			chromosome 4		4	560249	560644	W	NA	2011-02-03	1996-07-31	Putative protein of unknown function; open reading frame overlaps 5 end of essential DBF4 gene encoding the regulatory subunit of the Cdc7p-Dbf4p kinase complex
S000037331	CDS					YDR053W		4	560249	560644	W	NA	2011-02-03	1996-07-31	
S000002459	gene	Verified	YDR052C	DBF4	DNA52|LSD7	chromosome 4	L000000488|S000029149|L000000513	4	560625	558511	C	NA	2011-02-03	1996-07-31	Regulatory subunit of Cdc7p-Dbf4p kinase complex; required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated; relative distribution to the nucleus increases upon DNA replication stress
S000036579	CDS					YDR052C		4	560625	558511	C	NA	2011-02-03	1996-07-31	
S000002461	gene	Verified	YDR054C	CDC34	SCF E2 ubiquitin-protein ligase catalytic subunit CDC34|UBC3|DNA6	chromosome 4	L000000271	4	562327	561440	C	37	2011-02-03	1996-07-31	Ubiquitin-conjugating enzyme (E2); catalytic subunit of SCF ubiquitin-protein ligase complex (together with Skp1p, Rbx1p, Cdc53p, and an F-box protein) that regulates cell cycle progression by targeting key substrates for degradation; protein abundance increases in response to DNA replication stress
S000037377	CDS					YDR054C		4	562327	561440	C	NA	2011-02-03	1996-07-31	
S000002462	gene	Verified	YDR055W	PST1	HPF2	chromosome 4	L000004850	4	563527	564861	W	NA	2011-02-03	1996-07-31	Cell wall protein that contains a putative GPI-attachment site; secreted by regenerating protoplasts; up-regulated by activation of the cell integrity pathway, as mediated by Rlm1p; upregulated by cell wall damage via disruption of FKS1; PST1 has a paralog, ECM33, that arose from the whole genome duplication
S000030148	CDS					YDR055W		4	563527	564861	W	NA	2011-02-03	1996-07-31	
S000002463	gene	Uncharacterized	YDR056C			chromosome 4		4	565640	565023	C	NA	2011-02-03	1996-07-31	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR056C is not an essential protein
S000030254	CDS					YDR056C		4	565640	565023	C	NA	2011-02-03	1996-07-31	
S000002464	gene	Verified	YDR057W	YOS9		chromosome 4		4	565927	567555	W	NA	2011-02-03	1996-07-31	ER quality-control lectin; integral subunit of the HRD ligase; binds to glycans with terminal alpha-1,6 linked mannose on misfolded N-glycosylated proteins and participates in targeting proteins to ERAD; member of the OS-9 protein family
S000030476	CDS					YDR057W		4	565927	567555	W	NA	2011-02-03	1996-07-31	
S000118436	ARS		ARS419		ARSIV-568	chromosome 4		4	567496	567742		NA	2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000002465	gene	Verified	YDR058C	TGL2		chromosome 4	L000003248	4	568703	567723	C	NA	2011-02-03	1996-07-31	Triacylglycerol lipase that is localized to the mitochondria; has lipolytic activity towards triacylglycerols and diacylglycerols when expressed in E. coli
S000030539	CDS					YDR058C		4	568703	567723	C	NA	2011-02-03	1996-07-31	
S000006709	tRNA		tR(UCU)D			chromosome 4	L000003767	4	568882	568953	W	NA	2011-02-03	2000-05-19	Arginine tRNA (tRNA-Arg), predicted by tRNAscan-SE analysis; one of 11 nuclear tRNA genes containing the tDNA-anticodon UCU (converted to mcm5-UCU in the mature tRNA), decodes AGA codons into arginine, one of 19 nuclear tRNAs for arginine
S000037839	noncoding_exon					tR(UCU)D		4	568882	568953	W	NA	2011-02-03	2000-05-19	
S000006531	tRNA		tD(GUC)D			chromosome 4	L000003768	4	568964	569035	W	NA	2011-02-03	2000-05-19	Aspartate tRNA (tRNA-Asp), predicted by tRNAscan-SE analysis
S000037680	noncoding_exon					tD(GUC)D		4	568964	569035	W	NA	2011-02-03	2000-05-19	
S000002466	gene	Verified	YDR059C	UBC5	E2 ubiquitin-conjugating protein UBC5	chromosome 4	L000002408	4	569770	569234	C	NA	2011-02-03	1996-07-31	Ubiquitin-conjugating enzyme; mediates selective degradation of short-lived, abnormal, or excess proteins, including histone H3; central component of the cellular stress response; expression is heat inducible; protein abundance increases in response to DNA replication stress; UBC5 has a paralog, UBC4, that arose from the whole genome duplication
S000031454	CDS					YDR059C		4	569633	569234	C	NA	2011-02-03	1996-07-31	
S000031453	CDS					YDR059C		4	569770	569724	C	NA	2011-02-03	1996-07-31	
S000031455	intron					YDR059C		4	569723	569634	C	NA	2011-02-03	1996-07-31	
S000002467	gene	Verified	YDR060W	MAK21	NOC1	chromosome 4	L000000993	4	570649	573726	W	NA	2011-02-03	1996-07-31	Constituent of 66S pre-ribosomal particles, required for large (60S) ribosomal subunit biogenesis; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein
S000031685	CDS					YDR060W		4	570649	573726	W	NA	2011-02-03	1996-07-31	
S000002468	gene	Uncharacterized	YDR061W			chromosome 4		4	574164	575783	W	NA	2011-02-03	1996-07-31	Protein with similarity to ATP-binding cassette (ABC) transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance
S000031826	CDS					YDR061W		4	574164	575783	W	NA	2011-02-03	1996-07-31	
S000002469	gene	Verified	YDR062W	LCB2	serine C-palmitoyltransferase LCB2|TSC1|SCS1	chromosome 4	L000001819	4	576474	578159	W	NA	2011-02-03	1996-07-31	Component of serine palmitoyltransferase, responsible along with Lcb1p for the first committed step in sphingolipid synthesis, which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine
S000031954	CDS					YDR062W		4	576474	578159	W	NA	2011-02-03	1996-07-31	
S000002470	gene	Verified	YDR063W	AIM7	GMF1|GMF|Glia maturation factor	chromosome 4		4	578663	579112	W	NA	2011-02-03	1996-07-31	Protein that interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation; has similarity to Cof1p and also to human glia maturation factor (GMF); null mutant displays elevated mitochondrial genome loss
S000032842	CDS					YDR063W		4	578663	579112	W	NA	2011-02-03	1996-07-31	
S000002471	gene	Verified	YDR064W	RPS13	ribosomal 40S subunit protein S13|YS15|S27a|S15|S13|RPS13C|RPS13B	chromosome 4	L000002900|L000002655	4	579458	580452	W	NA	2011-02-03	1996-07-31	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S13 and bacterial S15
S000032956	CDS					YDR064W		4	579458	579478	W	NA	2011-02-03	1996-07-31	
S000032957	CDS					YDR064W		4	580018	580452	W	NA	2011-02-03	1996-07-31	
S000032958	intron					YDR064W		4	579479	580017	W	NA	2011-02-03	1996-07-31	
S000002472	gene	Verified	YDR065W	RRG1		chromosome 4		4	580687	581784	W	NA	2011-02-03	1996-07-31	Protein of unknown function, required for vacuolar acidification and mitochondrial genome maintenance; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
S000033047	CDS					YDR065W		4	580687	581784	W	NA	2011-02-03	1996-07-31	
S000002473	gene	Verified	YDR066C	RTR2		chromosome 4		4	582498	581908	C	NA	2011-02-03	1996-07-31	Protein of unknown function; exhibits genetic interactions with Rtr1p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YDR066C is not an essential gene; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress; RTR2 has a paralog, RTR1, that arose from the whole genome duplication
S000033084	CDS					YDR066C		4	582498	581908	C	NA	2011-02-03	1996-07-31	
S000002474	gene	Uncharacterized	YDR067C	OCA6		chromosome 4		4	583465	582791	C	NA	2011-02-03	1996-07-31	Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying positive-strand RNA virus replication; null mutation confers sensitivity to tunicamycin and DTT
S000033843	CDS					YDR067C		4	583465	582791	C	NA	2011-02-03	1996-07-31	
S000002475	gene	Verified	YDR068W	DOS2		chromosome 4	L000000518	4	583713	584645	W	NA	2011-02-03	1996-07-31	Protein of unknown function, green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
S000034055	CDS					YDR068W		4	583713	584645	W	NA	2011-02-03	1996-07-31	
S000002476	gene	Verified	YDR069C	DOA4	UBP4|SSV7|NPI2|MUT4|DOS1	chromosome 4	L000000514	4	587719	584939	C	NA	2011-02-03	1996-07-31	Ubiquitin isopeptidase; required for recycling ubiquitin from proteasome-bound ubiquitinated intermediates, acts at the late endosome/prevacuolar compartment to recover ubiquitin from ubiquitinated membrane proteins en route to the vacuole; DOA4 has a paralog, UBP5, that arose from the whole genome duplication
S000034891	CDS					YDR069C		4	587719	584939	C	NA	2011-02-03	1996-07-31	
S000002477	gene	Verified	YDR070C	FMP16		chromosome 4		4	588379	588098	C	NA	2011-02-03	1996-07-31	Protein of unknown function; may be involved in responding to conditions of stress; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress
S000036234	CDS					YDR070C		4	588379	588098	C	NA	2011-02-03	1996-07-31	
S000002478	gene	Verified	YDR071C	PAA1		chromosome 4		4	589402	588827	C	NA	2011-02-03	1996-07-31	Polyamine acetyltransferase; acetylates polyamines (e.g. putrescine, spermidine, spermine) and also aralkylamines (e.g. tryptamine, phenylethylamine); may be involved in transcription and/or DNA replication
S000036334	CDS					YDR071C		4	589402	588827	C	NA	2011-02-03	1996-07-31	
S000002479	gene	Verified	YDR072C	IPT1	inositolphosphotransferase|KTI6|SYR4	chromosome 4	L000004226	4	591344	589761	C	NA	2011-02-03	1996-07-31	Inositolphosphotransferase, involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C), the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin
S000037011	CDS					YDR072C		4	591344	589761	C	NA	2011-02-03	1996-07-31	
S000002480	gene	Verified	YDR073W	SNF11		chromosome 4	L000003167	4	592439	592948	W	NA	2011-02-03	1996-07-31	Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions
S000037137	CDS					YDR073W		4	592439	592948	W	NA	2011-02-03	1996-07-31	
S000002481	gene	Verified	YDR074W	TPS2	trehalose-phosphatase TPS2|PFK3|HOG2	chromosome 4	L000002331	4	593893	596583	W	NA	2011-02-03	1996-07-31	Phosphatase subunit of the trehalose-6-P synthase/phosphatase complex; involved in synthesis of the storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress
